;year;gender;race;borough;mean_Q131;mean_Q133;count;total_surveys_borough;proportion_subgroup;Q131_Q133_avg;year;mean_Q131;mean_Q133;count;total_surveys_borough;proportion_subgroup;Q131_Q133_avg;gender_Male;race_Black;race_White;borough_Barking and Dagenham;borough_Barnet;borough_Bexley;borough_Brent;borough_Bromley;borough_Camden;borough_Croydon;borough_Ealing;borough_Enfield;borough_Greenwich;borough_Hackney;borough_Hammersmith & Fulham;borough_Hammersmith and Fulham;borough_Haringey;borough_Harrow;borough_Havering;borough_Hillingdon;borough_Hounslow;borough_Islington;borough_Kensington & Chelsea;borough_Kensington and Chelsea;borough_Kingston upon Thames;borough_Lambeth;borough_Lewisham;borough_Merton;borough_Newham;borough_Redbridge;borough_Richmond Upon Thames;borough_Richmond upon Thames;borough_Southwark;borough_Sutton;borough_Tower Hamlets;borough_Waltham Forest;borough_Wandsworth;borough_Westminster
58;2020;Female;Black;Kingston upon Thames;1.6;1.8;5;340;0.014705882352941176;1.7000000000000002;2020;1.6;1.8;5;340;0.014705882352941176;1.7000000000000002;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False
59;2020;Female;Black;Lambeth;1.3454545454545455;1.690909090909091;55;332;0.16566265060240964;1.518181818181818;2020;1.3454545454545455;1.690909090909091;55;332;0.16566265060240964;1.518181818181818;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False
60;2020;Female;Black;Lewisham;1.2264150943396226;1.5660377358490567;53;320;0.165625;1.3962264150943398;2020;1.2264150943396226;1.5660377358490567;53;320;0.165625;1.3962264150943398;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False
61;2020;Female;Black;Merton;1.35;1.6;20;337;0.05934718100890208;1.475;2020;1.35;1.6;20;337;0.05934718100890208;1.475;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
62;2020;Female;Black;Newham;1.3333333333333333;1.5128205128205128;39;329;0.11854103343465046;1.423076923076923;2020;1.3333333333333333;1.5128205128205128;39;329;0.11854103343465046;1.423076923076923;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False
63;2020;Female;Black;Redbridge;1.36;1.64;25;344;0.07267441860465117;1.5;2020;1.36;1.64;25;344;0.07267441860465117;1.5;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
64;2020;Female;Black;Richmond Upon Thames;2.0;2.0;3;266;0.011278195488721804;2.0;2020;2.0;2.0;3;266;0.011278195488721804;2.0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
65;2020;Female;Black;Southwark;1.492063492063492;1.6984126984126984;63;319;0.1974921630094044;1.5952380952380953;2020;1.492063492063492;1.6984126984126984;63;319;0.1974921630094044;1.5952380952380953;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False
66;2020;Female;Black;Sutton;1.0;2.142857142857143;7;347;0.020172910662824207;1.5714285714285714;2020;1.0;2.142857142857143;7;347;0.020172910662824207;1.5714285714285714;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
67;2020;Female;Black;Tower Hamlets;1.4166666666666667;1.5833333333333333;12;316;0.0379746835443038;1.5;2020;1.4166666666666667;1.5833333333333333;12;316;0.0379746835443038;1.5;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False
