;year;gender;race;borough;mean_Q131;mean_Q133;count;total_surveys_borough;proportion_subgroup;Q131_Q133_avg;year;mean_Q131;mean_Q133;count;total_surveys_borough;proportion_subgroup;Q131_Q133_avg;gender_Male;race_Black;race_White;borough_Barnet;borough_Bexley;borough_Brent;borough_Bromley;borough_Camden;borough_Croydon;borough_Ealing;borough_Enfield;borough_Greenwich;borough_Hackney;borough_Hammersmith and Fulham;borough_Haringey;borough_Harrow;borough_Havering;borough_Hillingdon;borough_Hounslow;borough_Islington;borough_Kensington and Chelsea;borough_Kingston upon Thames;borough_Lambeth;borough_Lewisham;borough_Merton;borough_Newham;borough_Redbridge;borough_Richmond upon Thames;borough_Southwark;borough_Sutton;borough_Tower Hamlets;borough_Waltham Forest;borough_Wandsworth;borough_Westminster
0;2019;Female;Asian;Barking and Dagenham;1.3191489361702127;1.446808510638298;47;382;0.12303664921465969;1.3829787234042552;2019;1.3191489361702127;1.446808510638298;47;382;0.12303664921465969;1.3829787234042552;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1;2019;Female;Asian;Barnet;1.3461538461538463;1.8846153846153846;26;361;0.07202216066481995;1.6153846153846154;2019;1.3461538461538463;1.8846153846153846;26;361;0.07202216066481995;1.6153846153846154;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
2;2019;Female;Asian;Bexley;1.4;1.7;20;375;0.05333333333333334;1.5499999999999998;2019;1.4;1.7;20;375;0.05333333333333334;1.5499999999999998;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
3;2019;Female;Asian;Brent;1.5606060606060606;1.9242424242424243;66;360;0.18333333333333332;1.7424242424242424;2019;1.5606060606060606;1.9242424242424243;66;360;0.18333333333333332;1.7424242424242424;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
4;2019;Female;Asian;Bromley;1.4090909090909092;1.7272727272727273;22;370;0.05945945945945946;1.5681818181818183;2019;1.4090909090909092;1.7272727272727273;22;370;0.05945945945945946;1.5681818181818183;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5;2019;Female;Asian;Camden;1.3421052631578947;1.736842105263158;38;358;0.10614525139664804;1.5394736842105263;2019;1.3421052631578947;1.736842105263158;38;358;0.10614525139664804;1.5394736842105263;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
6;2019;Female;Asian;Croydon;1.2352941176470589;1.5588235294117647;34;360;0.09444444444444444;1.3970588235294117;2019;1.2352941176470589;1.5588235294117647;34;360;0.09444444444444444;1.3970588235294117;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
7;2019;Female;Asian;Ealing;1.435483870967742;1.7096774193548387;62;357;0.17366946778711484;1.5725806451612905;2019;1.435483870967742;1.7096774193548387;62;357;0.17366946778711484;1.5725806451612905;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
8;2019;Female;Asian;Enfield;1.25;1.9;20;367;0.05449591280653951;1.575;2019;1.25;1.9;20;367;0.05449591280653951;1.575;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
9;2019;Female;Asian;Greenwich;1.36;1.52;25;351;0.07122507122507123;1.44;2019;1.36;1.52;25;351;0.07122507122507123;1.44;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
10;2019;Female;Asian;Hackney;1.4705882352941178;1.7647058823529411;17;365;0.04657534246575343;1.6176470588235294;2019;1.4705882352941178;1.7647058823529411;17;365;0.04657534246575343;1.6176470588235294;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
11;2019;Female;Asian;Hammersmith and Fulham;1.5333333333333334;1.6666666666666667;15;341;0.04398826979472141;1.6;2019;1.5333333333333334;1.6666666666666667;15;341;0.04398826979472141;1.6;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
12;2019;Female;Asian;Haringey;1.380952380952381;1.9047619047619047;21;363;0.05785123966942149;1.6428571428571428;2019;1.380952380952381;1.9047619047619047;21;363;0.05785123966942149;1.6428571428571428;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
13;2019;Female;Asian;Harrow;1.4415584415584415;1.7792207792207793;77;371;0.20754716981132076;1.6103896103896105;2019;1.4415584415584415;1.7792207792207793;77;371;0.20754716981132076;1.6103896103896105;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
14;2019;Female;Asian;Havering;1.4615384615384615;1.7692307692307692;13;380;0.034210526315789476;1.6153846153846154;2019;1.4615384615384615;1.7692307692307692;13;380;0.034210526315789476;1.6153846153846154;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
15;2019;Female;Asian;Hillingdon;1.2444444444444445;1.7555555555555555;45;370;0.12162162162162163;1.5;2019;1.2444444444444445;1.7555555555555555;45;370;0.12162162162162163;1.5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
16;2019;Female;Asian;Hounslow;1.492063492063492;1.8253968253968254;63;361;0.1745152354570637;1.6587301587301586;2019;1.492063492063492;1.8253968253968254;63;361;0.1745152354570637;1.6587301587301586;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
17;2019;Female;Asian;Islington;1.2916666666666667;1.375;24;363;0.06611570247933884;1.3333333333333335;2019;1.2916666666666667;1.375;24;363;0.06611570247933884;1.3333333333333335;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
18;2019;Female;Asian;Kensington and Chelsea;1.4545454545454546;1.8636363636363635;22;330;0.06666666666666667;1.6590909090909092;2019;1.4545454545454546;1.8636363636363635;22;330;0.06666666666666667;1.6590909090909092;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False
19;2019;Female;Asian;Kingston upon Thames;1.5357142857142858;1.8571428571428572;28;373;0.07506702412868632;1.6964285714285716;2019;1.5357142857142858;1.8571428571428572;28;373;0.07506702412868632;1.6964285714285716;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False
20;2019;Female;Asian;Lambeth;1.625;1.625;8;322;0.024844720496894408;1.625;2019;1.625;1.625;8;322;0.024844720496894408;1.625;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False
21;2019;Female;Asian;Lewisham;1.4545454545454546;1.9090909090909092;11;302;0.03642384105960265;1.6818181818181819;2019;1.4545454545454546;1.9090909090909092;11;302;0.03642384105960265;1.6818181818181819;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
22;2019;Female;Asian;Merton;1.6206896551724137;1.7241379310344827;29;374;0.07754010695187166;1.6724137931034482;2019;1.6206896551724137;1.7241379310344827;29;374;0.07754010695187166;1.6724137931034482;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False
23;2019;Female;Asian;Newham;1.3015873015873016;1.7936507936507937;63;342;0.18421052631578946;1.5476190476190477;2019;1.3015873015873016;1.7936507936507937;63;342;0.18421052631578946;1.5476190476190477;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
24;2019;Female;Asian;Redbridge;1.3896103896103895;1.6493506493506493;77;371;0.20754716981132076;1.5194805194805194;2019;1.3896103896103895;1.6493506493506493;77;371;0.20754716981132076;1.5194805194805194;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
25;2019;Female;Asian;Richmond upon Thames;1.1764705882352942;1.588235294117647;17;385;0.04415584415584416;1.3823529411764706;2019;1.1764705882352942;1.588235294117647;17;385;0.04415584415584416;1.3823529411764706;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False
26;2019;Female;Asian;Southwark;1.6;2.0;15;337;0.04451038575667656;1.8;2019;1.6;2.0;15;337;0.04451038575667656;1.8;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False
27;2019;Female;Asian;Sutton;1.5;2.0555555555555554;18;376;0.047872340425531915;1.7777777777777777;2019;1.5;2.0555555555555554;18;376;0.047872340425531915;1.7777777777777777;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
28;2019;Female;Asian;Tower Hamlets;1.3442622950819672;1.639344262295082;61;329;0.18541033434650456;1.4918032786885247;2019;1.3442622950819672;1.639344262295082;61;329;0.18541033434650456;1.4918032786885247;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False
29;2019;Female;Asian;Waltham Forest;1.2702702702702702;1.6486486486486487;37;363;0.10192837465564739;1.4594594594594594;2019;1.2702702702702702;1.6486486486486487;37;363;0.10192837465564739;1.4594594594594594;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
30;2019;Female;Asian;Wandsworth;1.368421052631579;1.6842105263157894;19;322;0.059006211180124224;1.526315789473684;2019;1.368421052631579;1.6842105263157894;19;322;0.059006211180124224;1.526315789473684;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False
31;2019;Female;Asian;Westminster;1.5185185185185186;1.7407407407407407;27;312;0.08653846153846154;1.6296296296296298;2019;1.5185185185185186;1.7407407407407407;27;312;0.08653846153846154;1.6296296296296298;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
32;2019;Female;Black;Barking and Dagenham;1.3513513513513513;1.5405405405405406;37;382;0.0968586387434555;1.445945945945946;2019;1.3513513513513513;1.5405405405405406;37;382;0.0968586387434555;1.445945945945946;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
33;2019;Female;Black;Barnet;1.4;1.8;25;361;0.06925207756232687;1.6;2019;1.4;1.8;25;361;0.06925207756232687;1.6;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
34;2019;Female;Black;Bexley;1.3333333333333333;1.6;15;375;0.04;1.4666666666666668;2019;1.3333333333333333;1.6;15;375;0.04;1.4666666666666668;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
35;2019;Female;Black;Brent;1.3529411764705883;1.8529411764705883;34;360;0.09444444444444444;1.6029411764705883;2019;1.3529411764705883;1.8529411764705883;34;360;0.09444444444444444;1.6029411764705883;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
36;2019;Female;Black;Bromley;1.5;2.0;8;370;0.021621621621621623;1.75;2019;1.5;2.0;8;370;0.021621621621621623;1.75;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
37;2019;Female;Black;Camden;1.4615384615384615;1.6923076923076923;13;358;0.036312849162011177;1.5769230769230769;2019;1.4615384615384615;1.6923076923076923;13;358;0.036312849162011177;1.5769230769230769;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
38;2019;Female;Black;Croydon;1.394736842105263;1.736842105263158;38;360;0.10555555555555556;1.5657894736842106;2019;1.394736842105263;1.736842105263158;38;360;0.10555555555555556;1.5657894736842106;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
39;2019;Female;Black;Ealing;1.25;1.9;20;357;0.056022408963585436;1.575;2019;1.25;1.9;20;357;0.056022408963585436;1.575;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
