borough,year,population,gender,race,like,retweet,reply,post_length,p_type_image,p_type_text,p_type_video,count_Twitter,mean_Q131,mean_Q133,Q131_Q133_avg,count_PAS,total_surveys_borough,proportion_subgroup
Croydon,2018,391296,Male,Black,1512.0,2577.0,181.0,162.53846153846155,56.0,97.0,3.0,156,1.3333333333333333,1.7272727272727273,1.5303030303030305,33,357,0.0924369747899159
Croydon,2018,391296,Male,White,1512.0,2577.0,181.0,162.53846153846155,56.0,97.0,3.0,156,1.4150943396226414,1.7735849056603774,1.5943396226415094,106,357,0.2969187675070028
Croydon,2019,396548,Female,Asian,2706.0,3197.0,207.0,193.6580310880829,129.0,48.0,17.0,194,1.2352941176470589,1.5588235294117647,1.3970588235294117,34,360,0.0944444444444444
Croydon,2019,396548,Female,Black,2706.0,3197.0,207.0,193.6580310880829,129.0,48.0,17.0,194,1.394736842105263,1.736842105263158,1.5657894736842106,38,360,0.1055555555555555
Croydon,2019,396548,Female,White,2706.0,3197.0,207.0,193.6580310880829,129.0,48.0,17.0,194,1.4603174603174602,1.6349206349206349,1.5476190476190474,126,360,0.35
Croydon,2019,396548,Male,Asian,2706.0,3197.0,207.0,193.6580310880829,129.0,48.0,17.0,194,1.3125,1.625,1.46875,16,360,0.0444444444444444
Croydon,2019,396548,Male,Black,2706.0,3197.0,207.0,193.6580310880829,129.0,48.0,17.0,194,1.3571428571428572,1.5357142857142858,1.4464285714285716,28,360,0.0777777777777777
Croydon,2019,396548,Male,White,2706.0,3197.0,207.0,193.6580310880829,129.0,48.0,17.0,194,1.4745762711864407,1.7457627118644068,1.610169491525424,118,360,0.3277777777777778
Croydon,2020,400272,Female,Asian,6613.0,5575.0,837.0,200.323717948718,190.0,118.0,17.0,325,1.4545454545454546,1.4545454545454546,1.4545454545454546,22,340,0.0647058823529411
Croydon,2020,400272,Female,Black,6613.0,5575.0,837.0,200.323717948718,190.0,118.0,17.0,325,1.4193548387096775,1.5161290322580645,1.467741935483871,31,340,0.0911764705882352
Croydon,2020,400272,Female,White,6613.0,5575.0,837.0,200.323717948718,190.0,118.0,17.0,325,1.5691056910569106,1.7154471544715446,1.6422764227642277,123,340,0.3617647058823529
Croydon,2020,400272,Male,Asian,6613.0,5575.0,837.0,200.323717948718,190.0,118.0,17.0,325,1.3571428571428572,1.6428571428571428,1.5,28,340,0.0823529411764705
Croydon,2020,400272,Male,Black,6613.0,5575.0,837.0,200.323717948718,190.0,118.0,17.0,325,1.5454545454545454,1.7878787878787878,1.6666666666666663,33,340,0.0970588235294117
Croydon,2020,400272,Male,White,6613.0,5575.0,837.0,200.323717948718,190.0,118.0,17.0,325,1.5728155339805825,1.7766990291262137,1.674757281553398,103,340,0.3029411764705882
Ealing,2017,347126,Female,Asian,4426.0,3400.0,366.0,114.9542395693136,364.0,345.0,38.0,747,1.65,1.9,1.775,40,311,0.1286173633440514
Ealing,2017,347126,Female,Black,4426.0,3400.0,366.0,114.9542395693136,364.0,345.0,38.0,747,1.6428571428571428,2.0,1.8214285714285716,14,311,0.045016077170418
Ealing,2017,347126,Female,White,4426.0,3400.0,366.0,114.9542395693136,364.0,345.0,38.0,747,1.6576576576576576,1.90990990990991,1.7837837837837838,111,311,0.3569131832797427
Ealing,2017,347126,Male,Asian,4426.0,3400.0,366.0,114.9542395693136,364.0,345.0,38.0,747,1.7857142857142858,2.119047619047619,1.9523809523809528,42,311,0.135048231511254
Ealing,2017,347126,Male,Black,4426.0,3400.0,366.0,114.9542395693136,364.0,345.0,38.0,747,1.75,1.875,1.8125,8,311,0.0257234726688102
Ealing,2017,347126,Male,White,4426.0,3400.0,366.0,114.9542395693136,364.0,345.0,38.0,747,1.71875,1.9166666666666667,1.8177083333333333,96,311,0.3086816720257235
Ealing,2018,350784,Female,Asian,4999.0,3106.0,473.0,183.49260355029585,382.0,232.0,62.0,676,1.5319148936170213,1.9574468085106385,1.74468085106383,47,358,0.1312849162011173
Ealing,2018,350784,Female,Black,4999.0,3106.0,473.0,183.49260355029585,382.0,232.0,62.0,676,1.6153846153846154,1.7692307692307692,1.6923076923076923,26,358,0.0726256983240223
Ealing,2018,350784,Female,White,4999.0,3106.0,473.0,183.49260355029585,382.0,232.0,62.0,676,1.4018691588785046,1.7850467289719627,1.5934579439252337,107,358,0.2988826815642458
Ealing,2018,350784,Male,Asian,4999.0,3106.0,473.0,183.49260355029585,382.0,232.0,62.0,676,1.3272727272727274,1.9272727272727272,1.6272727272727274,55,358,0.1536312849162011
Ealing,2018,350784,Male,Black,4999.0,3106.0,473.0,183.49260355029585,382.0,232.0,62.0,676,1.45,1.85,1.65,20,358,0.0558659217877094
Ealing,2018,350784,Male,White,4999.0,3106.0,473.0,183.49260355029585,382.0,232.0,62.0,676,1.5339805825242718,1.7766990291262137,1.6553398058252426,103,358,0.2877094972067039
Ealing,2019,354184,Female,Asian,1786.0,1110.0,159.0,189.99289099526067,315.0,41.0,66.0,422,1.435483870967742,1.7096774193548387,1.5725806451612905,62,357,0.1736694677871148
Ealing,2019,354184,Female,Black,1786.0,1110.0,159.0,189.99289099526067,315.0,41.0,66.0,422,1.25,1.9,1.575,20,357,0.0560224089635854
Ealing,2019,354184,Female,White,1786.0,1110.0,159.0,189.99289099526067,315.0,41.0,66.0,422,1.5555555555555556,1.8333333333333333,1.6944444444444444,90,357,0.2521008403361344
Ealing,2019,354184,Male,Asian,1786.0,1110.0,159.0,189.99289099526067,315.0,41.0,66.0,422,1.4576271186440677,1.8983050847457628,1.6779661016949152,59,357,0.165266106442577
Ealing,2019,354184,Male,Black,1786.0,1110.0,159.0,189.99289099526067,315.0,41.0,66.0,422,1.4583333333333333,2.0416666666666665,1.75,24,357,0.0672268907563025
Ealing,2019,354184,Male,White,1786.0,1110.0,159.0,189.99289099526067,315.0,41.0,66.0,422,1.5098039215686274,1.911764705882353,1.7107843137254903,102,357,0.2857142857142857
Ealing,2020,361833,Female,Asian,4807.0,1766.0,329.0,194.57413793103447,418.0,94.0,69.0,581,1.7234042553191489,1.9574468085106385,1.8404255319148937,47,331,0.1419939577039275
Ealing,2020,361833,Female,Black,4807.0,1766.0,329.0,194.57413793103447,418.0,94.0,69.0,581,1.2666666666666666,1.7333333333333334,1.5,15,331,0.0453172205438066
Ealing,2020,361833,Female,White,4807.0,1766.0,329.0,194.57413793103447,418.0,94.0,69.0,581,1.5089285714285714,1.6875,1.5982142857142856,112,331,0.338368580060423
Ealing,2020,361833,Male,Asian,4807.0,1766.0,329.0,194.57413793103447,418.0,94.0,69.0,581,1.4166666666666667,1.75,1.5833333333333337,24,331,0.0725075528700906
Ealing,2020,361833,Male,Black,4807.0,1766.0,329.0,194.57413793103447,418.0,94.0,69.0,581,1.5384615384615383,1.4615384615384617,1.5,13,331,0.039274924471299
Ealing,2020,361833,Male,White,4807.0,1766.0,329.0,194.57413793103447,418.0,94.0,69.0,581,1.55,1.7916666666666667,1.6708333333333334,120,331,0.3625377643504531
Enfield,2017,335647,Female,Asian,17795.0,8430.0,1203.0,116.57502131287298,574.0,1771.0,14.0,2359,1.4285714285714286,1.8571428571428568,1.6428571428571428,14,314,0.0445859872611464
Enfield,2017,335647,Female,Black,17795.0,8430.0,1203.0,116.57502131287298,574.0,1771.0,14.0,2359,1.5862068965517242,1.896551724137931,1.7413793103448276,29,314,0.0923566878980891
Enfield,2017,335647,Female,White,17795.0,8430.0,1203.0,116.57502131287298,574.0,1771.0,14.0,2359,1.408,1.728,1.568,125,314,0.3980891719745223
Enfield,2017,335647,Male,Asian,17795.0,8430.0,1203.0,116.57502131287298,574.0,1771.0,14.0,2359,1.6666666666666667,1.9333333333333331,1.8,15,314,0.0477707006369426
Enfield,2017,335647,Male,Black,17795.0,8430.0,1203.0,116.57502131287298,574.0,1771.0,14.0,2359,1.5,1.7307692307692308,1.6153846153846154,26,314,0.0828025477707006
Enfield,2017,335647,Male,White,17795.0,8430.0,1203.0,116.57502131287298,574.0,1771.0,14.0,2359,1.542857142857143,1.8857142857142857,1.7142857142857144,105,314,0.3343949044585987
Enfield,2018,337697,Female,Asian,12784.0,5499.0,1275.0,165.92391304347825,349.0,825.0,27.0,1201,1.24,1.44,1.34,25,356,0.0702247191011236
Enfield,2018,337697,Female,Black,12784.0,5499.0,1275.0,165.92391304347825,349.0,825.0,27.0,1201,1.2972972972972974,1.8108108108108107,1.554054054054054,37,356,0.1039325842696629
Enfield,2018,337697,Female,White,12784.0,5499.0,1275.0,165.92391304347825,349.0,825.0,27.0,1201,1.368421052631579,1.8157894736842104,1.5921052631578947,152,356,0.4269662921348314
Enfield,2018,337697,Male,Asian,12784.0,5499.0,1275.0,165.92391304347825,349.0,825.0,27.0,1201,1.5,1.9166666666666667,1.7083333333333337,12,356,0.0337078651685393
Enfield,2018,337697,Male,Black,12784.0,5499.0,1275.0,165.92391304347825,349.0,825.0,27.0,1201,1.3333333333333333,1.9523809523809523,1.6428571428571428,21,356,0.0589887640449438
Enfield,2018,337697,Male,White,12784.0,5499.0,1275.0,165.92391304347825,349.0,825.0,27.0,1201,1.3669724770642202,1.743119266055046,1.5550458715596331,109,356,0.3061797752808989
Enfield,2019,339480,Female,Asian,7077.0,2424.0,497.0,226.37109375,317.0,174.0,21.0,512,1.25,1.9,1.575,20,367,0.0544959128065395
Enfield,2019,339480,Female,Black,7077.0,2424.0,497.0,226.37109375,317.0,174.0,21.0,512,1.3055555555555556,1.7222222222222223,1.5138888888888888,36,367,0.0980926430517711
Enfield,2019,339480,Female,White,7077.0,2424.0,497.0,226.37109375,317.0,174.0,21.0,512,1.360248447204969,1.6956521739130437,1.5279503105590062,161,367,0.438692098092643
Enfield,2019,339480,Male,Asian,7077.0,2424.0,497.0,226.37109375,317.0,174.0,21.0,512,1.2352941176470589,1.7058823529411764,1.4705882352941178,17,367,0.0463215258855585
Enfield,2019,339480,Male,Black,7077.0,2424.0,497.0,226.37109375,317.0,174.0,21.0,512,1.3529411764705883,1.7058823529411764,1.5294117647058822,17,367,0.0463215258855585
Enfield,2019,339480,Male,White,7077.0,2424.0,497.0,226.37109375,317.0,174.0,21.0,512,1.3362068965517242,1.7586206896551724,1.5474137931034484,116,367,0.3160762942779291
Enfield,2020,342993,Female,Asian,9943.0,3742.0,912.0,212.30670470756064,397.0,252.0,55.0,704,1.5789473684210529,1.7894736842105263,1.6842105263157894,19,327,0.0581039755351682
Enfield,2020,342993,Female,Black,9943.0,3742.0,912.0,212.30670470756064,397.0,252.0,55.0,704,1.3103448275862069,1.7241379310344829,1.5172413793103448,29,327,0.0886850152905198
Enfield,2020,342993,Female,White,9943.0,3742.0,912.0,212.30670470756064,397.0,252.0,55.0,704,1.6095890410958904,1.7397260273972603,1.6746575342465753,146,327,0.4464831804281345
Enfield,2020,342993,Male,Asian,9943.0,3742.0,912.0,212.30670470756064,397.0,252.0,55.0,704,1.3846153846153846,2.076923076923077,1.7307692307692308,13,327,0.0397553516819571
Enfield,2020,342993,Male,Black,9943.0,3742.0,912.0,212.30670470756064,397.0,252.0,55.0,704,1.318181818181818,1.5909090909090908,1.4545454545454546,22,327,0.0672782874617737
Enfield,2020,342993,Male,White,9943.0,3742.0,912.0,212.30670470756064,397.0,252.0,55.0,704,1.5714285714285714,1.7040816326530612,1.6377551020408163,98,327,0.2996941896024465
Greenwich,2017,282774,Female,Asian,5814.0,4437.0,704.0,123.76600698486612,286.0,563.0,12.0,861,1.4545454545454546,1.9090909090909087,1.681818181818182,22,299,0.0735785953177257
Greenwich,2017,282774,Female,Black,5814.0,4437.0,704.0,123.76600698486612,286.0,563.0,12.0,861,1.4838709677419355,1.903225806451613,1.6935483870967742,31,299,0.1036789297658862
Greenwich,2017,282774,Female,White,5814.0,4437.0,704.0,123.76600698486612,286.0,563.0,12.0,861,1.3676470588235294,1.8014705882352944,1.5845588235294117,136,299,0.4548494983277591
Greenwich,2017,282774,Male,Asian,5814.0,4437.0,704.0,123.76600698486612,286.0,563.0,12.0,861,1.25,1.75,1.5,12,299,0.040133779264214
Greenwich,2017,282774,Male,Black,5814.0,4437.0,704.0,123.76600698486612,286.0,563.0,12.0,861,1.5625,2.0625,1.8125,16,299,0.0535117056856187
Greenwich,2017,282774,Male,White,5814.0,4437.0,704.0,123.76600698486612,286.0,563.0,12.0,861,1.5,1.8414634146341464,1.670731707317073,82,299,0.2742474916387959
Greenwich,2018,286322,Female,Asian,4670.0,1576.0,457.0,187.64467005076145,109.0,83.0,5.0,197,1.4,1.45,1.4249999999999998,20,350,0.0571428571428571
Greenwich,2018,286322,Female,Black,4670.0,1576.0,457.0,187.64467005076145,109.0,83.0,5.0,197,1.162790697674419,1.5348837209302326,1.3488372093023258,43,350,0.1228571428571428
Greenwich,2018,286322,Female,White,4670.0,1576.0,457.0,187.64467005076145,109.0,83.0,5.0,197,1.3576642335766422,1.7518248175182485,1.5547445255474452,137,350,0.3914285714285714
Greenwich,2018,286322,Male,Asian,4670.0,1576.0,457.0,187.64467005076145,109.0,83.0,5.0,197,1.4666666666666666,1.8,1.6333333333333333,30,350,0.0857142857142857
Greenwich,2018,286322,Male,Black,4670.0,1576.0,457.0,187.64467005076145,109.0,83.0,5.0,197,1.4333333333333331,1.7666666666666666,1.6,30,350,0.0857142857142857
Greenwich,2018,286322,Male,White,4670.0,1576.0,457.0,187.64467005076145,109.0,83.0,5.0,197,1.4,1.711111111111111,1.5555555555555554,90,350,0.2571428571428571
Greenwich,2019,289650,Female,Asian,266.0,93.0,14.0,205.1,19.0,10.0,2.0,31,1.36,1.52,1.44,25,351,0.0712250712250712
Greenwich,2019,289650,Female,Black,266.0,93.0,14.0,205.1,19.0,10.0,2.0,31,1.6666666666666667,1.8333333333333333,1.75,36,351,0.1025641025641025
Greenwich,2019,289650,Female,White,266.0,93.0,14.0,205.1,19.0,10.0,2.0,31,1.381679389312977,1.618320610687023,1.5,131,351,0.3732193732193732
Greenwich,2019,289650,Male,Asian,266.0,93.0,14.0,205.1,19.0,10.0,2.0,31,1.5,1.75,1.625,16,351,0.0455840455840455
Greenwich,2019,289650,Male,Black,266.0,93.0,14.0,205.1,19.0,10.0,2.0,31,1.5172413793103448,1.9310344827586208,1.7241379310344829,29,351,0.0826210826210826
Greenwich,2019,289650,Male,White,266.0,93.0,14.0,205.1,19.0,10.0,2.0,31,1.4473684210526316,1.6666666666666667,1.5570175438596492,114,351,0.3247863247863248
Greenwich,2020,292466,Female,Asian,3488.0,1718.0,325.0,211.35121951219512,115.0,66.0,28.0,209,1.2857142857142858,1.6428571428571428,1.4642857142857144,14,334,0.0419161676646706
Greenwich,2020,292466,Female,Black,3488.0,1718.0,325.0,211.35121951219512,115.0,66.0,28.0,209,1.5,1.7941176470588236,1.6470588235294117,34,334,0.1017964071856287
Greenwich,2020,292466,Female,White,3488.0,1718.0,325.0,211.35121951219512,115.0,66.0,28.0,209,1.424,1.648,1.536,125,334,0.374251497005988
Greenwich,2020,292466,Male,Asian,3488.0,1718.0,325.0,211.35121951219512,115.0,66.0,28.0,209,1.2857142857142858,1.5714285714285714,1.4285714285714286,14,334,0.0419161676646706
Greenwich,2020,292466,Male,Black,3488.0,1718.0,325.0,211.35121951219512,115.0,66.0,28.0,209,1.56,1.8,1.6800000000000002,25,334,0.0748502994011976
Greenwich,2020,292466,Male,White,3488.0,1718.0,325.0,211.35121951219512,115.0,66.0,28.0,209,1.475409836065574,1.7704918032786885,1.6229508196721312,122,334,0.3652694610778443
Hackney,2017,277475,Female,Asian,19651.0,9230.0,2486.0,103.65602605863192,326.0,1212.0,15.0,1553,1.3333333333333333,1.75,1.5416666666666663,12,294,0.0408163265306122
Hackney,2017,277475,Female,Black,19651.0,9230.0,2486.0,103.65602605863192,326.0,1212.0,15.0,1553,1.2926829268292683,1.6341463414634143,1.4634146341463414,41,294,0.1394557823129251
Hackney,2017,277475,Female,White,19651.0,9230.0,2486.0,103.65602605863192,326.0,1212.0,15.0,1553,1.290909090909091,1.7636363636363637,1.5272727272727271,110,294,0.3741496598639456
Hackney,2017,277475,Male,Asian,19651.0,9230.0,2486.0,103.65602605863192,326.0,1212.0,15.0,1553,1.5555555555555556,1.6666666666666667,1.6111111111111112,9,294,0.0306122448979591
Hackney,2017,277475,Male,Black,19651.0,9230.0,2486.0,103.65602605863192,326.0,1212.0,15.0,1553,1.3333333333333333,1.9166666666666667,1.625,24,294,0.0816326530612244
Hackney,2017,277475,Male,White,19651.0,9230.0,2486.0,103.65602605863192,326.0,1212.0,15.0,1553,1.316326530612245,1.7448979591836735,1.530612244897959,98,294,0.3333333333333333
Hackney,2018,281740,Female,Asian,10597.0,3994.0,2348.0,156.15693430656935,160.0,389.0,9.0,558,1.2941176470588236,1.7058823529411764,1.5,17,375,0.0453333333333333
Hackney,2018,281740,Female,Black,10597.0,3994.0,2348.0,156.15693430656935,160.0,389.0,9.0,558,1.2028985507246377,1.579710144927536,1.391304347826087,69,375,0.184
Hackney,2018,281740,Female,White,10597.0,3994.0,2348.0,156.15693430656935,160.0,389.0,9.0,558,1.263157894736842,1.6090225563909777,1.43609022556391,133,375,0.3546666666666667
Hackney,2018,281740,Male,Asian,10597.0,3994.0,2348.0,156.15693430656935,160.0,389.0,9.0,558,1.125,1.8125,1.46875,16,375,0.0426666666666666
Hackney,2018,281740,Male,Black,10597.0,3994.0,2348.0,156.15693430656935,160.0,389.0,9.0,558,1.425,1.675,1.55,40,375,0.1066666666666666
Hackney,2018,281740,Male,White,10597.0,3994.0,2348.0,156.15693430656935,160.0,389.0,9.0,558,1.32,1.7,1.51,100,375,0.2666666666666666
Hackney,2019,286425,Female,Asian,13782.0,5345.0,1280.0,167.63922518159805,169.0,245.0,8.0,422,1.4705882352941178,1.7647058823529411,1.6176470588235294,17,365,0.0465753424657534
Hackney,2019,286425,Female,Black,13782.0,5345.0,1280.0,167.63922518159805,169.0,245.0,8.0,422,1.170731707317073,1.3414634146341464,1.2560975609756098,41,365,0.1123287671232876
Hackney,2019,286425,Female,White,13782.0,5345.0,1280.0,167.63922518159805,169.0,245.0,8.0,422,1.263157894736842,1.4586466165413534,1.3609022556390975,133,365,0.3643835616438356
Hackney,2019,286425,Male,Asian,13782.0,5345.0,1280.0,167.63922518159805,169.0,245.0,8.0,422,1.125,1.4166666666666667,1.2708333333333337,24,365,0.0657534246575342
Hackney,2019,286425,Male,Black,13782.0,5345.0,1280.0,167.63922518159805,169.0,245.0,8.0,422,1.2413793103448276,1.6896551724137931,1.4655172413793105,29,365,0.0794520547945205
Hackney,2019,286425,Male,White,13782.0,5345.0,1280.0,167.63922518159805,169.0,245.0,8.0,422,1.2148760330578512,1.487603305785124,1.3512396694214877,121,365,0.3315068493150685
Hackney,2020,289488,Female,Asian,15737.0,7323.0,2901.0,190.65904365904365,114.0,353.0,21.0,488,1.5,1.5555555555555556,1.5277777777777777,18,318,0.0566037735849056
Hackney,2020,289488,Female,Black,15737.0,7323.0,2901.0,190.65904365904365,114.0,353.0,21.0,488,1.288888888888889,1.5777777777777775,1.4333333333333331,45,318,0.1415094339622641
Hackney,2020,289488,Female,White,15737.0,7323.0,2901.0,190.65904365904365,114.0,353.0,21.0,488,1.3421052631578947,1.631578947368421,1.486842105263158,114,318,0.3584905660377358
Hackney,2020,289488,Male,Asian,15737.0,7323.0,2901.0,190.65904365904365,114.0,353.0,21.0,488,1.4090909090909092,1.5454545454545454,1.4772727272727273,22,318,0.0691823899371069
Hackney,2020,289488,Male,Black,15737.0,7323.0,2901.0,190.65904365904365,114.0,353.0,21.0,488,1.3076923076923077,1.7692307692307692,1.5384615384615383,39,318,0.1226415094339622
Hackney,2020,289488,Male,White,15737.0,7323.0,2901.0,190.65904365904365,114.0,353.0,21.0,488,1.5,1.7375,1.61875,80,318,0.2515723270440251
Hammersmith and Fulham,2017,181889,Female,Asian,5368.0,2539.0,399.0,118.39444444444445,241.0,274.0,31.0,546,1.6111111111111112,1.7777777777777777,1.6944444444444444,18,293,0.0614334470989761
Hammersmith and Fulham,2017,181889,Female,Black,5368.0,2539.0,399.0,118.39444444444445,241.0,274.0,31.0,546,1.4285714285714286,1.9642857142857144,1.6964285714285714,28,293,0.0955631399317406
Hammersmith and Fulham,2017,181889,Female,White,5368.0,2539.0,399.0,118.39444444444445,241.0,274.0,31.0,546,1.575221238938053,1.8495575221238936,1.7123893805309731,113,293,0.3856655290102389
Hammersmith and Fulham,2017,181889,Male,Asian,5368.0,2539.0,399.0,118.39444444444445,241.0,274.0,31.0,546,1.75,2.0,1.875,12,293,0.0409556313993174
Hammersmith and Fulham,2017,181889,Male,Black,5368.0,2539.0,399.0,118.39444444444445,241.0,274.0,31.0,546,1.5,1.8571428571428568,1.6785714285714286,14,293,0.0477815699658703
Hammersmith and Fulham,2017,181889,Male,White,5368.0,2539.0,399.0,118.39444444444445,241.0,274.0,31.0,546,1.5833333333333333,1.935185185185185,1.759259259259259,108,293,0.3686006825938566
Hammersmith and Fulham,2018,184050,Female,Asian,3010.0,1052.0,229.0,189.48417721518987,160.0,148.0,11.0,319,1.3846153846153846,1.6153846153846154,1.5,13,338,0.0384615384615384
Hammersmith and Fulham,2018,184050,Female,Black,3010.0,1052.0,229.0,189.48417721518987,160.0,148.0,11.0,319,1.411764705882353,1.6764705882352942,1.5441176470588236,34,338,0.1005917159763313
Hammersmith and Fulham,2018,184050,Female,White,3010.0,1052.0,229.0,189.48417721518987,160.0,148.0,11.0,319,1.3174603174603174,1.6507936507936507,1.4841269841269842,126,338,0.3727810650887574
Hammersmith and Fulham,2018,184050,Male,Asian,3010.0,1052.0,229.0,189.48417721518987,160.0,148.0,11.0,319,1.7272727272727273,1.9090909090909087,1.8181818181818183,11,338,0.0325443786982248
Hammersmith and Fulham,2018,184050,Male,Black,3010.0,1052.0,229.0,189.48417721518987,160.0,148.0,11.0,319,1.1764705882352942,1.5294117647058822,1.3529411764705883,17,338,0.0502958579881656
Hammersmith and Fulham,2018,184050,Male,White,3010.0,1052.0,229.0,189.48417721518987,160.0,148.0,11.0,319,1.4817518248175183,1.6715328467153283,1.5766423357664234,137,338,0.4053254437869822
Hammersmith and Fulham,2019,186075,Female,Asian,2759.0,852.0,210.0,206.73708920187792,96.0,100.0,17.0,213,1.5333333333333334,1.6666666666666667,1.6,15,341,0.0439882697947214
Hammersmith and Fulham,2019,186075,Female,Black,2759.0,852.0,210.0,206.73708920187792,96.0,100.0,17.0,213,1.3076923076923077,1.7692307692307692,1.5384615384615383,26,341,0.0762463343108504
Hammersmith and Fulham,2019,186075,Female,White,2759.0,852.0,210.0,206.73708920187792,96.0,100.0,17.0,213,1.4305555555555556,1.7430555555555556,1.5868055555555556,144,341,0.4222873900293255
Hammersmith and Fulham,2019,186075,Male,Asian,2759.0,852.0,210.0,206.73708920187792,96.0,100.0,17.0,213,1.4375,1.625,1.53125,16,341,0.0469208211143695
Hammersmith and Fulham,2019,186075,Male,Black,2759.0,852.0,210.0,206.73708920187792,96.0,100.0,17.0,213,1.1538461538461535,1.6153846153846154,1.3846153846153846,13,341,0.0381231671554252
Hammersmith and Fulham,2019,186075,Male,White,2759.0,852.0,210.0,206.73708920187792,96.0,100.0,17.0,213,1.4724409448818898,1.763779527559055,1.6181102362204725,127,341,0.3724340175953079
Hammersmith and Fulham,2020,190721,Female,Asian,5292.0,1969.0,570.0,213.41176470588235,159.0,144.0,37.0,340,1.5,1.8333333333333333,1.6666666666666663,6,81,0.074074074074074
Hammersmith and Fulham,2020,190721,Female,Black,5292.0,1969.0,570.0,213.41176470588235,159.0,144.0,37.0,340,1.5714285714285714,2.0,1.7857142857142856,7,81,0.0864197530864197
Hammersmith and Fulham,2020,190721,Female,White,5292.0,1969.0,570.0,213.41176470588235,159.0,144.0,37.0,340,1.425,1.95,1.6875,40,81,0.4938271604938271
Hammersmith and Fulham,2020,190721,Male,Asian,5292.0,1969.0,570.0,213.41176470588235,159.0,144.0,37.0,340,1.6666666666666667,1.6666666666666667,1.6666666666666667,3,81,0.037037037037037
Hammersmith and Fulham,2020,190721,Male,Black,5292.0,1969.0,570.0,213.41176470588235,159.0,144.0,37.0,340,1.5,1.5,1.5,4,81,0.0493827160493827
Hammersmith and Fulham,2020,190721,Male,White,5292.0,1969.0,570.0,213.41176470588235,159.0,144.0,37.0,340,1.619047619047619,1.8571428571428568,1.738095238095238,21,81,0.2592592592592592
Haringey,2017,282397,Female,Asian,9138.0,6125.0,1231.0,108.19795427196148,450.0,1114.0,101.0,1665,1.3333333333333333,1.5833333333333333,1.4583333333333333,12,292,0.0410958904109589
Haringey,2017,282397,Female,Black,9138.0,6125.0,1231.0,108.19795427196148,450.0,1114.0,101.0,1665,1.4516129032258065,1.967741935483871,1.7096774193548387,31,292,0.1061643835616438
Haringey,2017,282397,Female,White,9138.0,6125.0,1231.0,108.19795427196148,450.0,1114.0,101.0,1665,1.5811965811965811,1.8888888888888888,1.735042735042735,117,292,0.4006849315068493
Haringey,2017,282397,Male,Asian,9138.0,6125.0,1231.0,108.19795427196148,450.0,1114.0,101.0,1665,1.6,2.0,1.8,10,292,0.0342465753424657
Haringey,2017,282397,Male,Black,9138.0,6125.0,1231.0,108.19795427196148,450.0,1114.0,101.0,1665,1.5,1.9166666666666667,1.7083333333333337,24,292,0.0821917808219178
Haringey,2017,282397,Male,White,9138.0,6125.0,1231.0,108.19795427196148,450.0,1114.0,101.0,1665,1.4489795918367347,1.9795918367346936,1.7142857142857144,98,292,0.3356164383561644
Haringey,2018,284288,Female,Asian,5774.0,4623.0,673.0,191.6145833333333,257.0,390.0,27.0,674,1.3333333333333333,1.9166666666666667,1.625,12,355,0.0338028169014084
Haringey,2018,284288,Female,Black,5774.0,4623.0,673.0,191.6145833333333,257.0,390.0,27.0,674,1.40625,1.6875,1.546875,32,355,0.0901408450704225
Haringey,2018,284288,Female,White,5774.0,4623.0,673.0,191.6145833333333,257.0,390.0,27.0,674,1.4814814814814814,1.7851851851851852,1.6333333333333333,135,355,0.380281690140845
Haringey,2018,284288,Male,Asian,5774.0,4623.0,673.0,191.6145833333333,257.0,390.0,27.0,674,1.35,2.05,1.7,20,355,0.056338028169014
Haringey,2018,284288,Male,Black,5774.0,4623.0,673.0,191.6145833333333,257.0,390.0,27.0,674,1.3636363636363635,1.8863636363636365,1.625,44,355,0.1239436619718309
Haringey,2018,284288,Male,White,5774.0,4623.0,673.0,191.6145833333333,257.0,390.0,27.0,674,1.4553571428571428,1.8839285714285716,1.6696428571428572,112,355,0.3154929577464789
Haringey,2019,285949,Female,Asian,3992.0,2437.0,341.0,223.9630996309963,241.0,266.0,45.0,552,1.380952380952381,1.9047619047619049,1.6428571428571428,21,363,0.0578512396694214
Haringey,2019,285949,Female,Black,3992.0,2437.0,341.0,223.9630996309963,241.0,266.0,45.0,552,1.2105263157894737,1.5789473684210529,1.3947368421052633,38,363,0.1046831955922865
Haringey,2019,285949,Female,White,3992.0,2437.0,341.0,223.9630996309963,241.0,266.0,45.0,552,1.3432835820895523,1.6940298507462686,1.5186567164179103,134,363,0.3691460055096419
Haringey,2019,285949,Male,Asian,3992.0,2437.0,341.0,223.9630996309963,241.0,266.0,45.0,552,1.1176470588235294,1.6470588235294117,1.3823529411764706,17,363,0.046831955922865
Haringey,2019,285949,Male,Black,3992.0,2437.0,341.0,223.9630996309963,241.0,266.0,45.0,552,1.2857142857142858,1.6785714285714286,1.4821428571428572,28,363,0.0771349862258953
Haringey,2019,285949,Male,White,3992.0,2437.0,341.0,223.9630996309963,241.0,266.0,45.0,552,1.4,1.776,1.588,125,363,0.3443526170798898
Haringey,2020,288913,Female,Asian,10600.0,3984.0,889.0,210.51247600767755,581.0,407.0,71.0,1059,1.4615384615384617,1.7692307692307692,1.6153846153846154,13,329,0.0395136778115501
