borough,year,population,gender,race,like,retweet,reply,post_length,p_type_image,p_type_text,p_type_video,count_Twitter,mean_Q131,mean_Q133,Q131_Q133_avg,count_PAS,total_surveys_borough,proportion_subgroup
Haringey,2020,288913,Female,Black,10600.0,3984.0,889.0,210.51247600767755,581.0,407.0,71.0,1059,1.302325581395349,1.6046511627906976,1.4534883720930232,43,329,0.1306990881458966
Haringey,2020,288913,Female,White,10600.0,3984.0,889.0,210.51247600767755,581.0,407.0,71.0,1059,1.4927536231884058,1.681159420289855,1.5869565217391304,138,329,0.4194528875379939
Haringey,2020,288913,Male,Asian,10600.0,3984.0,889.0,210.51247600767755,581.0,407.0,71.0,1059,1.818181818181818,1.7272727272727273,1.7727272727272727,11,329,0.033434650455927
Haringey,2020,288913,Male,Black,10600.0,3984.0,889.0,210.51247600767755,581.0,407.0,71.0,1059,1.434782608695652,1.7391304347826086,1.5869565217391304,23,329,0.0699088145896656
Haringey,2020,288913,Male,White,10600.0,3984.0,889.0,210.51247600767755,581.0,407.0,71.0,1059,1.4158415841584158,1.7425742574257426,1.5792079207920793,101,329,0.3069908814589666
Harrow,2017,252052,Female,Asian,2262.0,1802.0,295.0,100.27586206896552,147.0,201.0,4.0,352,1.2542372881355932,1.576271186440678,1.4152542372881356,59,301,0.1960132890365448
Harrow,2017,252052,Female,Black,2262.0,1802.0,295.0,100.27586206896552,147.0,201.0,4.0,352,1.3333333333333333,1.4444444444444444,1.3888888888888888,18,301,0.0598006644518272
Harrow,2017,252052,Female,White,2262.0,1802.0,295.0,100.27586206896552,147.0,201.0,4.0,352,1.380281690140845,1.4647887323943662,1.4225352112676055,71,301,0.2358803986710963
Harrow,2017,252052,Male,Asian,2262.0,1802.0,295.0,100.27586206896552,147.0,201.0,4.0,352,1.3611111111111112,1.6805555555555556,1.5208333333333337,72,301,0.2392026578073089
Harrow,2017,252052,Male,Black,2262.0,1802.0,295.0,100.27586206896552,147.0,201.0,4.0,352,1.1111111111111112,1.7777777777777777,1.4444444444444444,9,301,0.0299003322259136
Harrow,2017,252052,Male,White,2262.0,1802.0,295.0,100.27586206896552,147.0,201.0,4.0,352,1.5416666666666667,1.8194444444444444,1.6805555555555556,72,301,0.2392026578073089
Harrow,2018,255369,Female,Asian,4559.0,2728.0,668.0,153.76119402985074,169.0,222.0,14.0,405,1.4470588235294115,1.7294117647058824,1.5882352941176472,85,353,0.2407932011331444
Harrow,2018,255369,Female,Black,4559.0,2728.0,668.0,153.76119402985074,169.0,222.0,14.0,405,1.6428571428571428,2.071428571428572,1.8571428571428568,14,353,0.0396600566572237
Harrow,2018,255369,Female,White,4559.0,2728.0,668.0,153.76119402985074,169.0,222.0,14.0,405,1.4166666666666667,1.84375,1.6302083333333337,96,353,0.2719546742209632
Harrow,2018,255369,Male,Asian,4559.0,2728.0,668.0,153.76119402985074,169.0,222.0,14.0,405,1.4266666666666667,1.76,1.5933333333333333,75,353,0.2124645892351274
Harrow,2018,255369,Male,Black,4559.0,2728.0,668.0,153.76119402985074,169.0,222.0,14.0,405,1.0769230769230769,1.6923076923076923,1.3846153846153846,13,353,0.036827195467422
Harrow,2018,255369,Male,White,4559.0,2728.0,668.0,153.76119402985074,169.0,222.0,14.0,405,1.3285714285714283,1.957142857142857,1.6428571428571428,70,353,0.1983002832861189
Harrow,2019,258861,Female,Asian,2946.0,743.0,337.0,180.48858447488584,81.0,141.0,3.0,225,1.4415584415584417,1.7792207792207793,1.6103896103896105,77,371,0.2075471698113207
Harrow,2019,258861,Female,Black,2946.0,743.0,337.0,180.48858447488584,81.0,141.0,3.0,225,1.4705882352941178,2.117647058823529,1.7941176470588236,17,371,0.045822102425876
Harrow,2019,258861,Female,White,2946.0,743.0,337.0,180.48858447488584,81.0,141.0,3.0,225,1.5132743362831858,1.7876106194690264,1.6504424778761062,113,371,0.3045822102425876
Harrow,2019,258861,Male,Asian,2946.0,743.0,337.0,180.48858447488584,81.0,141.0,3.0,225,1.4507042253521127,1.9154929577464788,1.6830985915492958,71,371,0.1913746630727762
Harrow,2019,258861,Male,Black,2946.0,743.0,337.0,180.48858447488584,81.0,141.0,3.0,225,1.8888888888888888,2.0,1.9444444444444444,9,371,0.0242587601078167
Harrow,2019,258861,Male,White,2946.0,743.0,337.0,180.48858447488584,81.0,141.0,3.0,225,1.5833333333333333,1.9285714285714288,1.755952380952381,84,371,0.2264150943396226
Harrow,2020,261348,Female,Asian,2450.0,612.0,212.0,198.7121212121212,58.0,76.0,2.0,136,1.5806451612903225,1.7903225806451613,1.685483870967742,62,350,0.1771428571428571
Harrow,2020,261348,Female,Black,2450.0,612.0,212.0,198.7121212121212,58.0,76.0,2.0,136,1.6666666666666667,1.9047619047619049,1.7857142857142856,21,350,0.06
Harrow,2020,261348,Female,White,2450.0,612.0,212.0,198.7121212121212,58.0,76.0,2.0,136,1.6126126126126126,1.882882882882883,1.7477477477477477,111,350,0.3171428571428571
Harrow,2020,261348,Male,Asian,2450.0,612.0,212.0,198.7121212121212,58.0,76.0,2.0,136,1.4794520547945205,1.7808219178082192,1.6301369863013695,73,350,0.2085714285714285
Harrow,2020,261348,Male,Black,2450.0,612.0,212.0,198.7121212121212,58.0,76.0,2.0,136,1.625,1.625,1.625,8,350,0.0228571428571428
Harrow,2020,261348,Male,White,2450.0,612.0,212.0,198.7121212121212,58.0,76.0,2.0,136,1.5733333333333333,1.72,1.6466666666666665,75,350,0.2142857142857142
Havering,2017,256162,Female,Asian,2424.0,1994.0,178.0,106.9322033898305,280.0,186.0,14.0,480,1.75,1.8333333333333333,1.7916666666666663,12,314,0.0382165605095541
Havering,2017,256162,Female,Black,2424.0,1994.0,178.0,106.9322033898305,280.0,186.0,14.0,480,1.1111111111111112,1.2222222222222223,1.1666666666666667,9,314,0.0286624203821656
Havering,2017,256162,Female,White,2424.0,1994.0,178.0,106.9322033898305,280.0,186.0,14.0,480,1.5128205128205128,1.807692307692308,1.66025641025641,156,314,0.4968152866242038
Havering,2017,256162,Male,Asian,2424.0,1994.0,178.0,106.9322033898305,280.0,186.0,14.0,480,1.5555555555555556,1.7777777777777777,1.6666666666666663,9,314,0.0286624203821656
Havering,2017,256162,Male,Black,2424.0,1994.0,178.0,106.9322033898305,280.0,186.0,14.0,480,1.625,2.0,1.8125,8,314,0.0254777070063694
Havering,2017,256162,Male,White,2424.0,1994.0,178.0,106.9322033898305,280.0,186.0,14.0,480,1.5166666666666666,1.7333333333333334,1.625,120,314,0.3821656050955414
Havering,2018,257511,Female,Asian,4150.0,2252.0,344.0,124.16091954022988,302.0,76.0,26.0,404,1.1875,1.5,1.34375,16,363,0.0440771349862259
Havering,2018,257511,Female,Black,4150.0,2252.0,344.0,124.16091954022988,302.0,76.0,26.0,404,1.3571428571428572,1.7142857142857142,1.5357142857142856,14,363,0.0385674931129476
Havering,2018,257511,Female,White,4150.0,2252.0,344.0,124.16091954022988,302.0,76.0,26.0,404,1.4195402298850577,1.7183908045977012,1.5689655172413794,174,363,0.4793388429752066
Havering,2018,257511,Male,Asian,4150.0,2252.0,344.0,124.16091954022988,302.0,76.0,26.0,404,1.7647058823529411,1.7647058823529411,1.7647058823529411,17,363,0.046831955922865
Havering,2018,257511,Male,Black,4150.0,2252.0,344.0,124.16091954022988,302.0,76.0,26.0,404,1.5714285714285714,1.7142857142857142,1.6428571428571428,7,363,0.0192837465564738
Havering,2018,257511,Male,White,4150.0,2252.0,344.0,124.16091954022988,302.0,76.0,26.0,404,1.451851851851852,1.7925925925925923,1.6222222222222222,135,363,0.371900826446281
Havering,2019,258655,Female,Asian,3636.0,1756.0,210.0,127.5726872246696,282.0,144.0,40.0,466,1.4615384615384617,1.7692307692307692,1.6153846153846154,13,380,0.0342105263157894
Havering,2019,258655,Female,Black,3636.0,1756.0,210.0,127.5726872246696,282.0,144.0,40.0,466,1.45,1.75,1.6,20,380,0.0526315789473684
Havering,2019,258655,Female,White,3636.0,1756.0,210.0,127.5726872246696,282.0,144.0,40.0,466,1.3314917127071824,1.7734806629834254,1.5524861878453038,181,380,0.4763157894736842
Havering,2019,258655,Male,Asian,3636.0,1756.0,210.0,127.5726872246696,282.0,144.0,40.0,466,1.2727272727272727,1.6363636363636365,1.4545454545454546,11,380,0.0289473684210526
Havering,2019,258655,Male,Black,3636.0,1756.0,210.0,127.5726872246696,282.0,144.0,40.0,466,1.3333333333333333,2.0,1.6666666666666663,9,380,0.0236842105263157
Havering,2019,258655,Male,White,3636.0,1756.0,210.0,127.5726872246696,282.0,144.0,40.0,466,1.4315068493150684,1.7876712328767124,1.6095890410958904,146,380,0.3842105263157894
Havering,2020,261830,Female,Asian,5188.0,1568.0,338.0,142.88101983002832,464.0,188.0,80.0,732,1.6,1.5,1.55,10,323,0.0309597523219814
Havering,2020,261830,Female,Black,5188.0,1568.0,338.0,142.88101983002832,464.0,188.0,80.0,732,1.4166666666666667,1.75,1.5833333333333337,12,323,0.0371517027863777
Havering,2020,261830,Female,White,5188.0,1568.0,338.0,142.88101983002832,464.0,188.0,80.0,732,1.5480225988700564,1.6779661016949152,1.6129943502824855,177,323,0.5479876160990712
Havering,2020,261830,Male,Asian,5188.0,1568.0,338.0,142.88101983002832,464.0,188.0,80.0,732,1.5,1.8,1.65,10,323,0.0309597523219814
Havering,2020,261830,Male,Black,5188.0,1568.0,338.0,142.88101983002832,464.0,188.0,80.0,732,1.4285714285714286,1.5714285714285714,1.5,7,323,0.0216718266253869
Havering,2020,261830,Male,White,5188.0,1568.0,338.0,142.88101983002832,464.0,188.0,80.0,732,1.485981308411215,1.6261682242990654,1.5560747663551402,107,323,0.3312693498452012
Hillingdon,2017,307040,Female,Asian,2342.0,838.0,275.0,113.28034682080924,181.0,152.0,18.0,351,1.7297297297297298,2.0,1.864864864864865,37,307,0.1205211726384364
Hillingdon,2017,307040,Female,Black,2342.0,838.0,275.0,113.28034682080924,181.0,152.0,18.0,351,1.6875,2.1875,1.9375,16,307,0.0521172638436482
Hillingdon,2017,307040,Female,White,2342.0,838.0,275.0,113.28034682080924,181.0,152.0,18.0,351,1.7547169811320755,2.037735849056604,1.89622641509434,106,307,0.3452768729641693
Hillingdon,2017,307040,Male,Asian,2342.0,838.0,275.0,113.28034682080924,181.0,152.0,18.0,351,1.66,2.18,1.92,50,307,0.1628664495114006
Hillingdon,2017,307040,Male,Black,2342.0,838.0,275.0,113.28034682080924,181.0,152.0,18.0,351,2.0,2.6666666666666665,2.333333333333333,6,307,0.019543973941368
Hillingdon,2017,307040,Male,White,2342.0,838.0,275.0,113.28034682080924,181.0,152.0,18.0,351,1.6195652173913044,1.880434782608696,1.75,92,307,0.2996742671009772
Hillingdon,2018,309926,Female,Asian,3364.0,821.0,290.0,165.1204481792717,192.0,130.0,39.0,361,1.2641509433962264,1.7358490566037736,1.5,53,368,0.1440217391304347
Hillingdon,2018,309926,Female,Black,3364.0,821.0,290.0,165.1204481792717,192.0,130.0,39.0,361,1.625,1.875,1.75,16,368,0.0434782608695652
Hillingdon,2018,309926,Female,White,3364.0,821.0,290.0,165.1204481792717,192.0,130.0,39.0,361,1.5572519083969465,1.847328244274809,1.7022900763358777,131,368,0.3559782608695652
Hillingdon,2018,309926,Male,Asian,3364.0,821.0,290.0,165.1204481792717,192.0,130.0,39.0,361,1.553191489361702,1.9574468085106385,1.75531914893617,47,368,0.1277173913043478
Hillingdon,2018,309926,Male,Black,3364.0,821.0,290.0,165.1204481792717,192.0,130.0,39.0,361,1.181818181818182,2.090909090909091,1.6363636363636362,11,368,0.029891304347826
Hillingdon,2018,309926,Male,White,3364.0,821.0,290.0,165.1204481792717,192.0,130.0,39.0,361,1.5727272727272728,1.981818181818182,1.7772727272727271,110,368,0.2989130434782608
Hillingdon,2019,312567,Female,Asian,2070.0,708.0,138.0,200.34944237918216,222.0,15.0,32.0,269,1.2444444444444445,1.7555555555555555,1.5,45,370,0.1216216216216216
Hillingdon,2019,312567,Female,Black,2070.0,708.0,138.0,200.34944237918216,222.0,15.0,32.0,269,1.5,2.05,1.775,20,370,0.054054054054054
Hillingdon,2019,312567,Female,White,2070.0,708.0,138.0,200.34944237918216,222.0,15.0,32.0,269,1.4310344827586208,1.853448275862069,1.6422413793103448,116,370,0.3135135135135135
Hillingdon,2019,312567,Male,Asian,2070.0,708.0,138.0,200.34944237918216,222.0,15.0,32.0,269,1.42,1.88,1.65,50,370,0.1351351351351351
Hillingdon,2019,312567,Male,Black,2070.0,708.0,138.0,200.34944237918216,222.0,15.0,32.0,269,1.5263157894736843,1.894736842105263,1.7105263157894737,19,370,0.0513513513513513
Hillingdon,2019,312567,Male,White,2070.0,708.0,138.0,200.34944237918216,222.0,15.0,32.0,269,1.5,1.825,1.6625,120,370,0.3243243243243243
Hillingdon,2020,316253,Female,Asian,3490.0,1087.0,181.0,197.92842942345925,394.0,54.0,55.0,503,1.2285714285714286,1.8,1.5142857142857142,35,341,0.1026392961876832
Hillingdon,2020,316253,Female,Black,3490.0,1087.0,181.0,197.92842942345925,394.0,54.0,55.0,503,1.3333333333333333,1.4166666666666667,1.375,12,341,0.0351906158357771
Hillingdon,2020,316253,Female,White,3490.0,1087.0,181.0,197.92842942345925,394.0,54.0,55.0,503,1.609375,1.7578125,1.68359375,128,341,0.375366568914956
Hillingdon,2020,316253,Male,Asian,3490.0,1087.0,181.0,197.92842942345925,394.0,54.0,55.0,503,1.6875,1.8333333333333333,1.7604166666666663,48,341,0.1407624633431085
Hillingdon,2020,316253,Male,Black,3490.0,1087.0,181.0,197.92842942345925,394.0,54.0,55.0,503,1.2222222222222223,1.6666666666666667,1.4444444444444446,9,341,0.0263929618768328
Hillingdon,2020,316253,Male,White,3490.0,1087.0,181.0,197.92842942345925,394.0,54.0,55.0,503,1.6697247706422018,1.798165137614679,1.7339449541284404,109,341,0.3196480938416422
Hounslow,2017,274970,Female,Asian,3385.0,1919.0,350.0,112.44158075601376,361.0,163.0,59.0,583,1.7142857142857142,1.9821428571428568,1.8482142857142856,56,300,0.1866666666666666
Hounslow,2017,274970,Female,Black,3385.0,1919.0,350.0,112.44158075601376,361.0,163.0,59.0,583,1.625,1.875,1.75,8,300,0.0266666666666666
Hounslow,2017,274970,Female,White,3385.0,1919.0,350.0,112.44158075601376,361.0,163.0,59.0,583,1.7142857142857142,1.9489795918367347,1.8316326530612248,98,300,0.3266666666666666
Hounslow,2017,274970,Male,Asian,3385.0,1919.0,350.0,112.44158075601376,361.0,163.0,59.0,583,1.9423076923076923,2.0961538461538463,2.019230769230769,52,300,0.1733333333333333
Hounslow,2017,274970,Male,Black,3385.0,1919.0,350.0,112.44158075601376,361.0,163.0,59.0,583,1.5714285714285714,1.8571428571428568,1.7142857142857144,7,300,0.0233333333333333
Hounslow,2017,274970,Male,White,3385.0,1919.0,350.0,112.44158075601376,361.0,163.0,59.0,583,1.7341772151898731,2.1265822784810124,1.930379746835443,79,300,0.2633333333333333
Hounslow,2018,278264,Female,Asian,2974.0,1339.0,198.0,168.7699680511182,224.0,36.0,53.0,313,1.576271186440678,1.9491525423728813,1.7627118644067796,59,359,0.1643454038997214
Hounslow,2018,278264,Female,Black,2974.0,1339.0,198.0,168.7699680511182,224.0,36.0,53.0,313,1.4285714285714286,1.619047619047619,1.5238095238095235,21,359,0.0584958217270195
Hounslow,2018,278264,Female,White,2974.0,1339.0,198.0,168.7699680511182,224.0,36.0,53.0,313,1.5862068965517242,1.827586206896552,1.706896551724138,116,359,0.3231197771587744
Hounslow,2018,278264,Male,Asian,2974.0,1339.0,198.0,168.7699680511182,224.0,36.0,53.0,313,1.52,1.94,1.73,50,359,0.1392757660167131
Hounslow,2018,278264,Male,Black,2974.0,1339.0,198.0,168.7699680511182,224.0,36.0,53.0,313,1.5,1.9,1.7,10,359,0.0278551532033426
Hounslow,2018,278264,Male,White,2974.0,1339.0,198.0,168.7699680511182,224.0,36.0,53.0,313,1.5922330097087378,1.922330097087379,1.7572815533980584,103,359,0.2869080779944289
Hounslow,2019,281339,Female,Asian,1624.0,779.0,132.0,189.4491228070176,200.0,37.0,48.0,285,1.492063492063492,1.8253968253968251,1.6587301587301586,63,361,0.1745152354570637
Hounslow,2019,281339,Female,Black,1624.0,779.0,132.0,189.4491228070176,200.0,37.0,48.0,285,1.52,1.68,1.6,25,361,0.0692520775623268
Hounslow,2019,281339,Female,White,1624.0,779.0,132.0,189.4491228070176,200.0,37.0,48.0,285,1.543859649122807,1.8333333333333333,1.6885964912280702,114,361,0.3157894736842105
Hounslow,2019,281339,Male,Asian,1624.0,779.0,132.0,189.4491228070176,200.0,37.0,48.0,285,1.596774193548387,1.8064516129032255,1.7016129032258065,62,361,0.1717451523545706
Hounslow,2019,281339,Male,Black,1624.0,779.0,132.0,189.4491228070176,200.0,37.0,48.0,285,1.5454545454545454,1.6363636363636365,1.5909090909090908,11,361,0.0304709141274238
Hounslow,2019,281339,Male,White,1624.0,779.0,132.0,189.4491228070176,200.0,37.0,48.0,285,1.6162790697674418,2.0348837209302326,1.8255813953488371,86,361,0.2382271468144044
Hounslow,2020,284358,Female,Asian,2589.0,753.0,181.0,193.2608695652174,234.0,50.0,38.0,322,1.5714285714285714,1.8035714285714288,1.6875,56,336,0.1666666666666666
Hounslow,2020,284358,Female,Black,2589.0,753.0,181.0,193.2608695652174,234.0,50.0,38.0,322,1.4444444444444444,1.8888888888888888,1.6666666666666663,9,336,0.0267857142857142
Hounslow,2020,284358,Female,White,2589.0,753.0,181.0,193.2608695652174,234.0,50.0,38.0,322,1.4766355140186915,1.766355140186916,1.621495327102804,107,336,0.3184523809523809
Hounslow,2020,284358,Male,Asian,2589.0,753.0,181.0,193.2608695652174,234.0,50.0,38.0,322,1.734375,1.96875,1.8515625,64,336,0.1904761904761904
Hounslow,2020,284358,Male,Black,2589.0,753.0,181.0,193.2608695652174,234.0,50.0,38.0,322,1.75,2.0,1.875,12,336,0.0357142857142857
Hounslow,2020,284358,Male,White,2589.0,753.0,181.0,193.2608695652174,234.0,50.0,38.0,322,1.5909090909090908,1.7727272727272727,1.6818181818181817,88,336,0.2619047619047619
Islington,2017,235370,Female,Asian,1961.0,3933.0,282.0,112.71511627906976,59.0,116.0,1.0,176,1.3333333333333333,1.8,1.5666666666666669,15,312,0.048076923076923
Islington,2017,235370,Female,Black,1961.0,3933.0,282.0,112.71511627906976,59.0,116.0,1.0,176,1.4285714285714286,1.7142857142857142,1.5714285714285714,21,312,0.0673076923076923
Islington,2017,235370,Female,White,1961.0,3933.0,282.0,112.71511627906976,59.0,116.0,1.0,176,1.424,1.896,1.66,125,312,0.4006410256410256
Islington,2017,235370,Male,Asian,1961.0,3933.0,282.0,112.71511627906976,59.0,116.0,1.0,176,1.3846153846153846,2.076923076923077,1.7307692307692308,13,312,0.0416666666666666
Islington,2017,235370,Male,Black,1961.0,3933.0,282.0,112.71511627906976,59.0,116.0,1.0,176,1.368421052631579,1.6842105263157894,1.526315789473684,19,312,0.0608974358974358
Islington,2017,235370,Male,White,1961.0,3933.0,282.0,112.71511627906976,59.0,116.0,1.0,176,1.411764705882353,1.899159663865546,1.6554621848739497,119,312,0.3814102564102564
Islington,2018,238267,Female,Asian,4646.0,3058.0,761.0,189.820189274448,109.0,203.0,6.0,318,1.1666666666666667,1.625,1.3958333333333337,24,355,0.0676056338028169
Islington,2018,238267,Female,Black,4646.0,3058.0,761.0,189.820189274448,109.0,203.0,6.0,318,1.4,1.68,1.54,25,355,0.0704225352112676
Islington,2018,238267,Female,White,4646.0,3058.0,761.0,189.820189274448,109.0,203.0,6.0,318,1.371069182389937,1.779874213836478,1.5754716981132075,159,355,0.447887323943662
Islington,2018,238267,Male,Asian,4646.0,3058.0,761.0,189.820189274448,109.0,203.0,6.0,318,1.2727272727272727,1.7272727272727273,1.5,11,355,0.0309859154929577
Islington,2018,238267,Male,Black,4646.0,3058.0,761.0,189.820189274448,109.0,203.0,6.0,318,1.318181818181818,1.7727272727272727,1.5454545454545454,22,355,0.0619718309859154
Islington,2018,238267,Male,White,4646.0,3058.0,761.0,189.820189274448,109.0,203.0,6.0,318,1.3333333333333333,1.7982456140350878,1.5657894736842106,114,355,0.3211267605633803
Islington,2019,241589,Female,Asian,3229.0,1669.0,308.0,213.77981651376143,49.0,56.0,4.0,109,1.2916666666666667,1.375,1.3333333333333337,24,363,0.0661157024793388
Islington,2019,241589,Female,Black,3229.0,1669.0,308.0,213.77981651376143,49.0,56.0,4.0,109,1.1111111111111112,1.3888888888888888,1.25,18,363,0.0495867768595041
Islington,2019,241589,Female,White,3229.0,1669.0,308.0,213.77981651376143,49.0,56.0,4.0,109,1.2389937106918238,1.5157232704402517,1.3773584905660377,159,363,0.4380165289256198
Islington,2019,241589,Male,Asian,3229.0,1669.0,308.0,213.77981651376143,49.0,56.0,4.0,109,1.1904761904761905,1.4285714285714286,1.3095238095238095,21,363,0.0578512396694214
Islington,2019,241589,Male,Black,3229.0,1669.0,308.0,213.77981651376143,49.0,56.0,4.0,109,1.25,1.625,1.4375,24,363,0.0661157024793388
Islington,2019,241589,Male,White,3229.0,1669.0,308.0,213.77981651376143,49.0,56.0,4.0,109,1.3333333333333333,1.6153846153846154,1.4743589743589745,117,363,0.3223140495867768
Islington,2020,242827,Female,Asian,2785.0,1745.0,391.0,232.4930555555556,53.0,77.0,16.0,146,1.6153846153846154,1.8461538461538465,1.7307692307692308,13,316,0.0411392405063291
Islington,2020,242827,Female,Black,2785.0,1745.0,391.0,232.4930555555556,53.0,77.0,16.0,146,1.5806451612903225,1.8387096774193548,1.7096774193548383,31,316,0.0981012658227848
Islington,2020,242827,Female,White,2785.0,1745.0,391.0,232.4930555555556,53.0,77.0,16.0,146,1.4927536231884058,1.7608695652173914,1.6268115942028984,138,316,0.4367088607594936
Islington,2020,242827,Male,Asian,2785.0,1745.0,391.0,232.4930555555556,53.0,77.0,16.0,146,1.5,1.5,1.5,8,316,0.0253164556962025
Islington,2020,242827,Male,Black,2785.0,1745.0,391.0,232.4930555555556,53.0,77.0,16.0,146,1.619047619047619,1.5238095238095235,1.5714285714285714,21,316,0.0664556962025316
Islington,2020,242827,Male,White,2785.0,1745.0,391.0,232.4930555555556,53.0,77.0,16.0,146,1.4095238095238096,1.6666666666666667,1.5380952380952382,105,316,0.3322784810126582
Kensington and Chelsea,2017,157954,Female,Asian,825.0,628.0,245.0,94.2842105263158,68.0,222.0,2.0,292,1.7391304347826086,1.7826086956521738,1.7608695652173911,23,284,0.0809859154929577
Kensington and Chelsea,2017,157954,Female,Black,825.0,628.0,245.0,94.2842105263158,68.0,222.0,2.0,292,1.75,1.9166666666666667,1.8333333333333333,12,284,0.0422535211267605
Kensington and Chelsea,2017,157954,Female,White,825.0,628.0,245.0,94.2842105263158,68.0,222.0,2.0,292,1.5263157894736843,1.7894736842105263,1.6578947368421053,114,284,0.4014084507042254
Kensington and Chelsea,2017,157954,Male,Asian,825.0,628.0,245.0,94.2842105263158,68.0,222.0,2.0,292,1.6666666666666667,1.7333333333333334,1.7000000000000002,15,284,0.0528169014084507
Kensington and Chelsea,2017,157954,Male,Black,825.0,628.0,245.0,94.2842105263158,68.0,222.0,2.0,292,1.9090909090909087,1.818181818181818,1.863636363636364,11,284,0.0387323943661971
Kensington and Chelsea,2017,157954,Male,White,825.0,628.0,245.0,94.2842105263158,68.0,222.0,2.0,292,1.5688073394495412,1.8256880733944956,1.6972477064220182,109,284,0.3838028169014084
Kensington and Chelsea,2018,159301,Female,Asian,1046.0,508.0,153.0,163.32777777777778,62.0,108.0,11.0,181,1.45,1.65,1.5499999999999998,20,317,0.0630914826498422
Kensington and Chelsea,2018,159301,Female,Black,1046.0,508.0,153.0,163.32777777777778,62.0,108.0,11.0,181,1.5,2.0,1.75,14,317,0.0441640378548895
Kensington and Chelsea,2018,159301,Female,White,1046.0,508.0,153.0,163.32777777777778,62.0,108.0,11.0,181,1.4915254237288136,1.7966101694915255,1.6440677966101696,118,317,0.3722397476340694
Kensington and Chelsea,2018,159301,Male,Asian,1046.0,508.0,153.0,163.32777777777778,62.0,108.0,11.0,181,1.7142857142857142,1.8571428571428568,1.7857142857142856,14,317,0.0441640378548895
Kensington and Chelsea,2018,159301,Male,Black,1046.0,508.0,153.0,163.32777777777778,62.0,108.0,11.0,181,1.7142857142857142,2.142857142857143,1.9285714285714284,7,317,0.0220820189274447
Kensington and Chelsea,2018,159301,Male,White,1046.0,508.0,153.0,163.32777777777778,62.0,108.0,11.0,181,1.6180555555555556,1.9027777777777777,1.7604166666666663,144,317,0.4542586750788643
Kensington and Chelsea,2019,160531,Female,Asian,1887.0,476.0,153.0,170.13793103448276,52.0,59.0,6.0,117,1.4545454545454546,1.8636363636363635,1.6590909090909092,22,330,0.0666666666666666
Kensington and Chelsea,2019,160531,Female,Black,1887.0,476.0,153.0,170.13793103448276,52.0,59.0,6.0,117,1.4615384615384617,1.6153846153846154,1.5384615384615383,13,330,0.0393939393939393
Kensington and Chelsea,2019,160531,Female,White,1887.0,476.0,153.0,170.13793103448276,52.0,59.0,6.0,117,1.381679389312977,1.6106870229007633,1.49618320610687,131,330,0.396969696969697
Kensington and Chelsea,2019,160531,Male,Asian,1887.0,476.0,153.0,170.13793103448276,52.0,59.0,6.0,117,1.5294117647058822,1.7058823529411764,1.6176470588235294,17,330,0.0515151515151515
Kensington and Chelsea,2019,160531,Male,Black,1887.0,476.0,153.0,170.13793103448276,52.0,59.0,6.0,117,1.5,1.625,1.5625,8,330,0.0242424242424242
Kensington and Chelsea,2019,160531,Male,White,1887.0,476.0,153.0,170.13793103448276,52.0,59.0,6.0,117,1.4892086330935252,1.7050359712230216,1.5971223021582734,139,330,0.4212121212121212
Kensington and Chelsea,2020,160794,Female,Asian,798.0,220.0,48.0,208.2622950819672,30.0,18.0,14.0,62,1.0,1.1428571428571428,1.0714285714285714,7,76,0.0921052631578947
Kensington and Chelsea,2020,160794,Female,Black,798.0,220.0,48.0,208.2622950819672,30.0,18.0,14.0,62,1.2222222222222223,1.6666666666666667,1.4444444444444446,9,76,0.1184210526315789
Kensington and Chelsea,2020,160794,Female,White,798.0,220.0,48.0,208.2622950819672,30.0,18.0,14.0,62,1.2692307692307692,1.5769230769230769,1.423076923076923,26,76,0.3421052631578947
Kensington and Chelsea,2020,160794,Male,Asian,798.0,220.0,48.0,208.2622950819672,30.0,18.0,14.0,62,1.0,1.75,1.375,4,76,0.0526315789473684
Kensington and Chelsea,2020,160794,Male,Black,798.0,220.0,48.0,208.2622950819672,30.0,18.0,14.0,62,1.0,2.0,1.5,4,76,0.0526315789473684
Kensington and Chelsea,2020,160794,Male,White,798.0,220.0,48.0,208.2622950819672,30.0,18.0,14.0,62,1.3461538461538465,1.5769230769230769,1.4615384615384617,26,76,0.3421052631578947
Kingston upon Thames,2017,178419,Female,Asian,7703.0,3524.0,773.0,99.30666666666669,124.0,233.0,18.0,375,1.6363636363636365,1.8636363636363635,1.75,22,313,0.0702875399361022
Kingston upon Thames,2017,178419,Female,Black,7703.0,3524.0,773.0,99.30666666666669,124.0,233.0,18.0,375,1.5,1.0,1.25,2,313,0.0063897763578274
Kingston upon Thames,2017,178419,Female,White,7703.0,3524.0,773.0,99.30666666666669,124.0,233.0,18.0,375,1.695364238410596,1.7880794701986755,1.7417218543046358,151,313,0.4824281150159744
Kingston upon Thames,2017,178419,Male,Asian,7703.0,3524.0,773.0,99.30666666666669,124.0,233.0,18.0,375,1.4375,1.875,1.65625,16,313,0.0511182108626198
Kingston upon Thames,2017,178419,Male,Black,7703.0,3524.0,773.0,99.30666666666669,124.0,233.0,18.0,375,1.5,1.0,1.25,2,313,0.0063897763578274
Kingston upon Thames,2017,178419,Male,White,7703.0,3524.0,773.0,99.30666666666669,124.0,233.0,18.0,375,1.5083333333333333,1.8833333333333333,1.6958333333333333,120,313,0.3833865814696485
